case_id,client_name,case_type,notary,workflow_status,case_category,notarization_category,usage_country,accept_date,issue_date,notary_fee,fee_status
2023004288,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,越南,2023-03-01,2023-03-02,150.00,是
202300429,REDACTED_CLIENT,亲属关系,Staff_030,已归档,新证,涉外民事,希腊,2023-01-06,2023-01-10,0.00,Unknown
2023004292,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,阿联酋,2023-03-01,2023-03-02,500.00,是
2023004294,REDACTED_CLIENT,译本与原本相符,Staff_020,已归档,新证,涉外民事,韩国,2023-03-01,2023-03-02,150.00,是
2023004295,REDACTED_CLIENT,证书（执照）,Staff_070,已归档,新证,涉外民事,澳大利亚,2023-03-01,2023-03-02,150.00,是
2023004297,REDACTED_CLIENT,译本与原本相符,Staff_020,已归档,新证,涉外民事,韩国,2023-03-01,2023-03-02,150.00,是
2023004298,REDACTED_CLIENT,执行证书,Staff_036,已归档,新证,国内经济执行证书,中国大陆,2023-02-28,2023-03-20,500.00,是
20230043,REDACTED_CLIENT,证书（执照）,Staff_013,已归档,新证,涉外民事,荷兰,2023-01-03,2023-01-03,150.00,是
202300430,REDACTED_CLIENT,一般事务性委托,Staff_018,已归档,新证,国内民事,中国大陆,2023-01-03,2023-01-06,4100.00,是
2023004301,REDACTED_CLIENT,译本与原本相符,Staff_027,已归档,新证,涉外民事,韩国,2023-03-02,2023-03-02,0.00,是
2023004303,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
2023004305,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
2023004308,REDACTED_CLIENT,译本与原本相符,Staff_076,已归档,新证,涉外民事,韩国,2023-03-02,2023-03-02,3510.00,是
2023004309,REDACTED_CLIENT,证书（执照）,Staff_054,已归档,新证,涉外民事,新西兰,2023-03-02,2023-03-02,150.00,是
202300431,REDACTED_CLIENT,一般事务性委托,Staff_018,已归档,新证,国内民事,中国大陆,2023-01-03,2023-01-06,3070.00,是
2023004310,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
2023004311,REDACTED_CLIENT,译本与原本相符,Staff_008,已归档,新证,涉外民事,韩国,2023-03-02,2023-03-02,150.00,是
2023004313,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,黑山,2023-03-02,2023-03-02,150.00,是
2023004315,REDACTED_CLIENT,其他继承,Staff_024,已归档,新证,法律意见书,中国大陆,2023-03-03,2023-04-03,0.00,Unknown
2023004316,REDACTED_CLIENT,无犯罪记录,Staff_032,归档,新证,涉外民事,韩国,2023-03-02,2023-03-02,0.00,Unknown
2023004317,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,澳大利亚,2023-03-02,2023-03-02,150.00,是
202300432,REDACTED_CLIENT,法定继承,Staff_009,已归档,新证,国内民事,中国大陆,2023-01-07,2023-01-28,3057.00,是
2023004320,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,希腊,2023-03-02,2023-03-02,150.00,是
2023004322,REDACTED_CLIENT,出生,Staff_013,已归档,新证,涉外民事,加拿大,2023-03-02,2023-03-02,150.00,是
2023004323,REDACTED_CLIENT,无犯罪记录,Staff_003,已归档,新证,涉外民事,泰国,2023-03-02,2023-03-02,150.00,是
2023004326,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,葡萄牙,2023-03-02,2023-03-03,150.00,是
2023004328,REDACTED_CLIENT,证书（执照）,Staff_027,已归档,新证,涉外民事,韩国,2023-03-02,2023-03-02,0.00,是
2023004329,REDACTED_CLIENT,证书（执照）,Staff_054,已归档,新证,涉外民事,泰国,2023-03-02,2023-03-02,150.00,是
202300433,REDACTED_CLIENT,法定继承,Staff_009,已归档,新证,国内民事,中国大陆,2023-01-07,2023-01-12,1466.00,是
2023004330,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,德国,2023-03-02,2023-03-02,150.00,是
2023004331,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
2023004333,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
2023004334,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,爱尔兰,2023-03-02,2023-03-06,150.00,是
2023004339,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,印度尼西亚,2023-03-02,2023-03-02,500.00,是
202300434,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-07,2023-01-18,2050.00,是
2023004342,REDACTED_CLIENT,其他继承,Staff_024,已归档,新证,法律意见书,中国大陆,2023-03-03,2023-04-03,0.00,Unknown
2023004349,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
202300435,REDACTED_CLIENT,城市房屋所有权委托,Staff_077,已归档,新证,国内民事,中国大陆,2023-01-07,2023-01-07,0.00,Unknown
2023004350,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
2023004351,REDACTED_CLIENT,证书（执照）,Staff_019,已归档,新证,涉外民事,加拿大,2023-03-02,2023-03-02,150.00,是
2023004352,REDACTED_CLIENT,证书（执照）,Staff_051,已归档,新证,涉外民事,新西兰,2023-03-02,2023-03-02,150.00,是
2023004353,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
2023004355,REDACTED_CLIENT,出生,Staff_006,已归档,新证,涉外民事,法国,2023-03-02,2023-03-02,150.00,是
2023004357,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
202300436,REDACTED_CLIENT,证书（执照）,Staff_044,已归档,新证,涉外民事,新加坡,2023-01-07,2023-01-12,150.00,是
2023004361,REDACTED_CLIENT,其他继承,Staff_024,已归档,新证,法律意见书,中国大陆,2023-03-07,2023-04-07,0.00,Unknown
2023004362,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,新西兰,2023-03-02,2023-03-02,150.00,是
2023004363,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,尼日利亚,2023-03-02,2023-03-02,150.00,是
2023004365,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,阿根廷,2023-03-02,2023-03-06,150.00,是
2023004367,REDACTED_CLIENT,文书上的签名（印鉴）,Staff_030,已归档,新证,涉外民事,土耳其,2023-03-02,2023-03-23,0.00,Unknown
2023004368,REDACTED_CLIENT,无犯罪记录,Staff_041,已归档,新证,涉外民事,菲律宾,2023-03-02,2023-03-02,150.00,是
202300437,REDACTED_CLIENT,保全网页,Staff_077,已归档,新证,国内民事,中国大陆,2023-01-07,2023-02-02,1500.00,是
2023004371,REDACTED_CLIENT,证书（执照）,Staff_032,归档,新证,涉外民事,澳大利亚,2023-03-02,2023-03-02,150.00,是
2023004372,REDACTED_CLIENT,无犯罪记录,Staff_006,已归档,新证,涉外民事,加拿大,2023-03-02,2023-03-02,150.00,是
2023004373,REDACTED_CLIENT,证书（执照）,Staff_029,已归档,新证,涉外民事,澳大利亚,2023-03-02,2023-03-02,150.00,是
2023004376,REDACTED_CLIENT,译本与原本相符,Staff_077,已归档,新证,涉外民事,美国,2023-03-02,2023-03-02,150.00,是
2023004377,REDACTED_CLIENT,证书（执照）,Staff_032,归档,新证,涉外民事,韩国,2023-03-02,2023-03-02,0.00,Unknown
2023004378,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,爱尔兰,2023-03-02,2023-03-02,0.00,Unknown
2023004379,REDACTED_CLIENT,证书（执照）,Staff_076,已归档,新证,涉外民事,马来西亚,2023-03-03,2023-03-03,150.00,是
202300438,REDACTED_CLIENT,译本与原本相符,Staff_024,已归档,新证,涉外民事,俄罗斯,2023-01-07,2023-01-09,150.00,是
2023004382,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,新加坡,2023-03-02,2023-03-03,150.00,是
2023004384,REDACTED_CLIENT,证书（执照）,Staff_029,已归档,新证,涉外民事,西班牙,2023-03-02,2023-03-02,150.00,是
2023004386,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,英国,2023-03-02,2023-03-27,150.00,是
2023004387,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-02,2023-03-02,100.00,否
2023004388,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,阿根廷,2023-03-23,2023-03-24,500.00,是
2023004389,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,英国,2023-03-02,2023-03-06,150.00,是
202300439,REDACTED_CLIENT,证书（执照）,Staff_077,已归档,新证,涉外民事,加拿大,2023-01-07,2023-01-09,150.00,是
2023004390,REDACTED_CLIENT,译本与原本相符,Staff_030,已归档,新证,涉外民事,美国,2023-03-02,2023-03-03,0.00,Unknown
2023004393,REDACTED_CLIENT,无犯罪记录,Staff_029,已归档,新证,涉外民事,新西兰,2023-03-02,2023-03-02,150.00,是
2023004394,REDACTED_CLIENT,文本相符,Staff_044,受理,新证,涉外民事,日本,2023-03-02,NULL,150.00,否
2023004399,REDACTED_CLIENT,亲属关系,Staff_006,已归档,新证,涉外民事,西班牙,2023-03-02,2023-03-02,0.00,Unknown
20230044,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,津巴布韦,2023-01-03,2023-01-03,150.00,是
202300440,REDACTED_CLIENT,证书（执照）,Staff_044,已归档,新证,涉外民事,新加坡,2023-01-07,2023-01-12,150.00,是
2023004400,REDACTED_CLIENT,无犯罪记录,Staff_030,已归档,新证,涉外民事,加拿大,2023-03-02,2023-03-03,0.00,Unknown
2023004405,REDACTED_CLIENT,无犯罪记录,Staff_030,已归档,新证,涉外民事,爱尔兰,2023-03-02,2023-03-14,0.00,Unknown
202300441,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-07,2023-01-18,0.00,Unknown
2023004410,REDACTED_CLIENT,文书上的签名（印鉴）,Staff_030,已归档,新证,涉外民事,希腊,2023-03-02,2023-03-03,300.00,是
2023004411,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,巴基斯坦,2023-03-02,2023-03-03,150.00,是
2023004414,REDACTED_CLIENT,无犯罪记录,Staff_024,已归档,新证,涉外民事,科威特,2023-03-02,2023-03-02,150.00,是
2023004416,REDACTED_CLIENT,其他声明,Staff_013,已归档,新证,涉外民事,日本,2023-03-02,2023-03-02,500.00,是
2023004423,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-03-02,2023-03-03,150.00,是
2023004424,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-03-02,2023-03-03,150.00,是
2023004425,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-03-02,2023-03-03,150.00,是
2023004426,REDACTED_CLIENT,亲属关系,Staff_036,已归档,新证,涉外民事,希腊,2023-03-03,2023-03-07,150.00,是
202300443,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-07,2023-01-18,0.00,Unknown
2023004434,REDACTED_CLIENT,无犯罪记录,Staff_020,已归档,新证,涉外民事,加拿大,2023-03-03,2023-03-06,150.00,是
2023004438,REDACTED_CLIENT,城市房屋所有权委托,Staff_077,受理,新证,国内民事,中国大陆,2023-03-03,NULL,500.00,否
2023004439,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,沙特阿拉伯,2023-03-03,2023-03-07,150.00,是
202300444,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-07,2023-01-18,0.00,Unknown
2023004440,REDACTED_CLIENT,证书（执照）,Staff_029,已归档,新证,涉外民事,新加坡,2023-03-03,2023-03-03,150.00,是
2023004441,REDACTED_CLIENT,译本与原本相符,Staff_027,已归档,新证,涉外民事,韩国,2023-03-03,2023-03-03,0.00,是
2023004442,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,加拿大,2023-03-03,2023-03-09,150.00,是
2023004443,REDACTED_CLIENT,证书（执照）,Staff_054,已归档,新证,涉外民事,韩国,2023-03-03,2023-03-03,150.00,是
2023004444,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-03,2023-03-03,100.00,否
2023004446,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,澳大利亚,2023-03-03,2023-03-03,150.00,是
2023004447,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-03,2023-03-03,100.00,否
2023004449,REDACTED_CLIENT,译本与原本相符,Staff_020,已归档,新证,涉外民事,韩国,2023-03-03,2023-03-06,150.00,是
2023004451,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,印度尼西亚,2023-03-03,2023-03-03,500.00,是
2023004453,REDACTED_CLIENT,无犯罪记录,Staff_004,已归档,新证,涉外民事,澳大利亚,2023-03-03,2023-03-03,150.00,是
2023004454,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-03,2023-03-03,100.00,否
2023004459,REDACTED_CLIENT,证书（执照）,Staff_029,已归档,新证,涉外民事,伊拉克,2023-03-03,2023-03-03,150.00,是
202300446,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-07,2023-01-18,0.00,Unknown
2023004460,REDACTED_CLIENT,证书（执照）,Staff_054,已归档,新证,涉外民事,泰国,2023-03-03,2023-03-07,150.00,是
2023004461,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,冰岛,2023-03-03,2023-03-03,150.00,是
2023004463,REDACTED_CLIENT,无犯罪记录,Staff_006,已归档,新证,涉外民事,克罗地亚,2023-03-03,2023-03-03,150.00,是
2023004465,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-03,2023-03-03,100.00,否
2023004467,REDACTED_CLIENT,证书（执照）,Staff_006,已归档,新证,涉外民事,希腊,2023-03-03,2023-03-03,150.00,是
2023004469,REDACTED_CLIENT,译本与原本相符,Staff_027,已归档,新证,涉外民事,韩国,2023-02-27,2023-03-03,0.00,是
2023004470,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,阿尔及利亚,2023-03-03,2023-03-03,500.00,是
2023004472,REDACTED_CLIENT,亲属关系,Staff_054,已归档,新证,涉外民事,英国,2023-03-03,2023-03-03,150.00,是
2023004477,REDACTED_CLIENT,无犯罪记录,Staff_036,已归档,新证,涉外民事,喀麦隆,2023-03-03,2023-03-06,150.00,是
2023004478,REDACTED_CLIENT,证书（执照）,Staff_006,已归档,新证,涉外民事,泰国,2023-03-03,2023-03-03,0.00,Unknown
202300448,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-07,2023-01-18,0.00,Unknown
2023004480,REDACTED_CLIENT,无犯罪记录,Staff_027,已归档,新证,涉外民事,韩国,2023-03-03,2023-03-03,0.00,Unknown
2023004482,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,马来西亚,2023-03-03,2023-03-03,150.00,是
2023004484,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-03,2023-03-03,100.00,否
202300449,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-07,2023-01-18,0.00,Unknown
2023004490,REDACTED_CLIENT,无犯罪记录,Staff_020,已归档,新证,涉外民事,加拿大,2023-03-03,2023-03-06,150.00,是
2023004493,REDACTED_CLIENT,译本与原本相符,Staff_044,已归档,新证,涉外民事,奥地利,2023-03-03,2023-03-06,150.00,是
2023004494,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,澳大利亚,2023-03-03,2023-03-03,150.00,是
2023004496,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,加拿大,2023-03-03,2023-03-03,150.00,是
2023004497,REDACTED_CLIENT,证书（执照）,Staff_006,已归档,新证,涉外民事,津巴布韦,2023-03-03,2023-03-06,150.00,是
20230045,REDACTED_CLIENT,一般事务性委托,Staff_049,制证,新证,国内民事,中国大陆,2023-01-03,2023-01-11,3485.00,是
202300450,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-07,2023-01-18,0.00,Unknown
2023004500,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,加拿大,2023-03-03,2023-03-07,500.00,是
2023004502,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-03,2023-03-03,100.00,否
2023004503,REDACTED_CLIENT,担保性提存,Staff_076,已归档,新证,提存,中国大陆,2023-03-03,2023-03-14,7170.00,是
2023004505,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,马来西亚,2023-03-03,2023-03-03,150.00,是
2023004506,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,阿联酋,2023-03-03,2023-03-09,150.00,是
2023004507,REDACTED_CLIENT,亲属关系,Staff_008,已归档,新证,涉外民事,日本,2023-03-03,2023-03-03,150.00,是
2023004508,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,马来西亚,2023-03-03,2023-03-03,150.00,是
202300451,REDACTED_CLIENT,城市房屋所有权委托,Staff_077,已归档,新证,国内民事,中国大陆,2023-01-07,2023-01-09,500.00,是
2023004511,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-03,2023-03-03,100.00,否
2023004512,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,沙特阿拉伯,2023-03-03,2023-03-03,150.00,是
2023004516,REDACTED_CLIENT,无犯罪记录,Staff_004,已归档,新证,涉外民事,秘鲁,2023-03-03,2023-03-03,150.00,是
2023004519,REDACTED_CLIENT,一般事务性委托,Staff_007,制证,新证,国内涉他,中国大陆,2023-03-03,2023-03-06,200.00,是
202300452,REDACTED_CLIENT,一般事务性委托,Staff_048,已归档,新证,国内民事,中国大陆,2023-01-03,2023-01-09,3000.00,是
2023004520,REDACTED_CLIENT,亲属关系,Staff_036,已归档,新证,涉外民事,日本,2023-03-03,2023-03-06,150.00,是
2023004522,REDACTED_CLIENT,文本相符,Staff_054,已归档,新证,涉外民事,澳大利亚,2023-03-03,2023-03-06,150.00,是
2023004523,REDACTED_CLIENT,译本与原本相符,Staff_008,已归档,新证,涉外民事,韩国,2023-03-03,2023-03-03,150.00,是
2023004524,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-03,2023-03-03,100.00,否
2023004527,REDACTED_CLIENT,证书（执照）,Staff_029,已归档,新证,涉外民事,泰国,2023-03-03,2023-03-07,150.00,是
202300453,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-08,2023-01-18,0.00,Unknown
2023004531,REDACTED_CLIENT,无犯罪记录,Staff_070,已归档,新证,涉外民事,泰国,2023-03-03,2023-03-06,150.00,是
2023004533,REDACTED_CLIENT,证书（执照）,Staff_054,已归档,新证,涉外民事,韩国,2023-03-03,2023-03-06,150.00,是
2023004535,REDACTED_CLIENT,法定继承,Staff_044,受理,新证,国内民事,中国大陆,2023-03-08,NULL,500.00,否
2023004536,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,马来西亚,2023-03-03,2023-03-03,150.00,是
2023004537,REDACTED_CLIENT,无犯罪记录,Staff_024,已归档,新证,涉外民事,智利,2023-03-03,2023-03-03,150.00,是
2023004539,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,荷兰,2023-03-03,2023-03-07,150.00,是
202300454,REDACTED_CLIENT,城市房屋所有权委托,Staff_024,已归档,新证,国内民事,中国大陆,2023-01-08,2023-01-09,500.00,是
2023004541,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,沙特阿拉伯,2023-03-03,2023-03-03,150.00,是
2023004548,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,泰国,2023-03-03,2023-03-03,150.00,是
202300455,REDACTED_CLIENT,法定继承,Staff_070,已归档,新证,国内民事,中国大陆,2023-01-08,2023-03-01,3900.00,是
2023004550,REDACTED_CLIENT,证书（执照）,Staff_029,已归档,新证,涉外民事,意大利,2023-03-03,2023-03-06,150.00,是
2023004554,REDACTED_CLIENT,译本与原本相符,Staff_008,已归档,新证,涉外民事,韩国,2023-03-03,2023-03-06,150.00,是
2023004555,REDACTED_CLIENT,证书（执照）,Staff_020,发证,新证,涉外民事,新加坡,2023-03-13,2023-03-14,150.00,是
2023004557,REDACTED_CLIENT,译本与原本相符,Staff_076,已归档,新证,涉外民事,韩国,2023-03-03,2023-03-06,3800.00,是
2023004559,REDACTED_CLIENT,离婚未再婚,Staff_076,已归档,新证,涉外民事,越南,2023-03-07,2023-03-09,150.00,是
202300456,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-08,2023-01-18,0.00,Unknown
2023004560,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,葡萄牙,2023-03-09,2023-03-09,150.00,是
202300457,REDACTED_CLIENT,一般事务性委托,Staff_024,已归档,新证,国内民事,中国大陆,2023-01-08,2023-01-09,500.00,是
202300458,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-08,2023-01-18,0.00,Unknown
2023004586,REDACTED_CLIENT,文书上的签名（印鉴）,Staff_036,已归档,新证,涉外民事,印度,2023-03-10,2023-03-10,500.00,是
202300459,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-08,2023-01-18,0.00,Unknown
2023004591,REDACTED_CLIENT,译本与原本相符,Staff_020,已归档,新证,涉外民事,韩国,2023-03-05,2023-03-06,150.00,是
2023004599,REDACTED_CLIENT,证书（执照）,Staff_077,已归档,新证,涉外民事,新加坡,2023-03-31,2023-03-31,150.00,是
20230046,REDACTED_CLIENT,其他法律意见书,Staff_024,发证,新证,法律意见书,中国大陆,2023-01-03,2023-01-03,100.00,否
202300460,REDACTED_CLIENT,一般事务性委托,Staff_030,已归档,新证,国内涉他,中国大陆,2023-01-08,2023-01-18,0.00,Unknown
2023004602,REDACTED_CLIENT,文本相符,Staff_008,已归档,新证,涉外民事,蒙古,2023-03-07,2023-03-07,500.00,是
2023004603,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-03-06,2023-03-06,150.00,是
2023004604,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-03-06,2023-03-06,150.00,是
2023004605,REDACTED_CLIENT,证书（执照）,Staff_006,已归档,新证,涉外民事,泰国,2023-03-05,2023-03-06,0.00,Unknown
2023004606,REDACTED_CLIENT,译本与原本相符,Staff_008,已归档,新证,涉外民事,韩国,2023-03-06,2023-03-06,150.00,是
2023004607,REDACTED_CLIENT,译本与原本相符,Staff_008,已归档,新证,涉外民事,韩国,2023-03-05,2023-03-06,150.00,是
202300461,REDACTED_CLIENT,法定继承,Staff_067,归档,新证,国内民事,中国大陆,2023-01-08,2023-02-17,5503.00,是
2023004612,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,德国,2023-03-06,2023-03-06,150.00,是
2023004614,REDACTED_CLIENT,亲属关系,Staff_044,已归档,新证,涉外民事,日本,2023-03-06,2023-03-07,150.00,是
2023004616,REDACTED_CLIENT,其他法律意见书,Staff_024,发证,新证,法律意见书,中国大陆,2023-03-06,2023-03-06,100.00,否
2023004617,REDACTED_CLIENT,证书（执照）,Staff_054,已归档,新证,涉外民事,泰国,2023-03-06,2023-03-06,150.00,是
2023004618,REDACTED_CLIENT,文本相符,Staff_044,已归档,新证,涉外民事,德国,2023-03-06,2023-03-06,150.00,是
2023004619,REDACTED_CLIENT,无犯罪记录,Staff_027,已归档,新证,涉外民事,韩国,2023-03-06,2023-03-06,0.00,Unknown
202300462,REDACTED_CLIENT,亲属关系,Staff_004,已归档,新证,涉外民事,希腊,2023-01-08,2023-01-09,150.00,是
2023004620,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-06,2023-03-06,100.00,否
2023004621,REDACTED_CLIENT,译本与原本相符,Staff_027,已归档,新证,涉外民事,韩国,2023-03-06,2023-03-06,0.00,是
2023004625,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-06,2023-03-06,100.00,否
2023004626,REDACTED_CLIENT,文书上的签名（印鉴）,Staff_008,已归档,新证,涉外民事,加拿大,2023-03-06,2023-03-06,500.00,是
2023004627,REDACTED_CLIENT,译本与原本相符,Staff_003,已归档,新证,涉外民事,韩国,2023-03-06,2023-03-06,150.00,是
2023004632,REDACTED_CLIENT,证书（执照）,Staff_003,已归档,新证,涉外民事,泰国,2023-03-06,2023-03-06,0.00,Unknown
2023004633,REDACTED_CLIENT,译本与原本相符,Staff_024,已归档,新证,涉外民事,韩国,2023-03-06,2023-03-06,150.00,是
2023004634,REDACTED_CLIENT,译本与原本相符,Staff_003,已归档,新证,涉外民事,韩国,2023-03-06,2023-03-06,0.00,Unknown
2023004637,REDACTED_CLIENT,证书（执照）,Staff_029,已归档,新证,涉外民事,挪威,2023-03-06,2023-03-06,150.00,是
2023004640,REDACTED_CLIENT,译本与原本相符,Staff_076,已归档,新证,涉外民事,韩国,2023-03-06,2023-03-06,5600.00,是
2023004641,REDACTED_CLIENT,译本与原本相符,Staff_044,已归档,新证,涉外民事,俄罗斯,2023-03-06,2023-03-07,450.00,是
2023004642,REDACTED_CLIENT,亲属关系,Staff_004,已归档,新证,涉外民事,希腊,2023-03-30,2023-03-30,150.00,是
2023004647,REDACTED_CLIENT,证书（执照）,Staff_070,已归档,新证,涉外民事,英国,2023-03-06,2023-03-07,150.00,是
2023004648,REDACTED_CLIENT,文书上的签名（印鉴）,Staff_008,已归档,新证,涉外民事,日本,2023-03-06,2023-03-06,500.00,是
2023004651,REDACTED_CLIENT,文书上的签名（印鉴）,Staff_054,已归档,新证,涉外民事,加拿大,2023-03-06,2023-03-06,500.00,是
2023004652,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-06,2023-03-06,100.00,否
2023004653,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-03-06,2023-03-06,100.00,否
2023004654,REDACTED_CLIENT,亲属关系,Staff_020,发证,新证,涉外民事,日本,2023-03-06,2023-03-07,150.00,是
2023004655,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,澳大利亚,2023-03-06,2023-03-06,150.00,是
2023004656,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,罗马尼亚,2023-03-06,2023-03-06,150.00,是
